,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_svm_rbf__C,param_svm_rbf__gamma,param_svm_rbf__kernel,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,split5_test_score,split5_train_score,split6_test_score,split6_train_score,split7_test_score,split7_train_score,split8_test_score,split8_train_score,split9_test_score,split9_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0,"0,036723971366882324","0,002652096748352051","0,26331360946745563","0,2633137848973318",0.1,0.001,rbf,"{'svm_rbf__C': 0.1, 'svm_rbf__gamma': 0.001, 'svm_rbf__kernel': 'rbf'}",23,"0,2608695652173913","0,26359143327841844","0,2608695652173913","0,26359143327841844","0,2608695652173913","0,26359143327841844","0,2608695652173913","0,26359143327841844","0,2647058823529412","0,2631578947368421","0,26865671641791045","0,2627257799671593","0,26865671641791045","0,2627257799671593","0,26865671641791045","0,2627257799671593","0,25757575757575757","0,2639344262295082","0,26153846153846155","0,2635024549918167","0,0041948955818503315","0,0003908263938843294","0,003826199063113091","0,0004231663618126791"
1,"0,03947763442993164","0,003152346611022949","0,49556213017751477","0,5106778858294574",0.1,0.01,rbf,"{'svm_rbf__C': 0.1, 'svm_rbf__gamma': 0.01, 'svm_rbf__kernel': 'rbf'}",17,"0,463768115942029","0,5074135090609555","0,5217391304347826","0,514003294892916","0,5362318840579711","0,5123558484349259","0,43478260869565216","0,5024711696869851","0,5","0,5049342105263158","0,43283582089552236","0,48932676518883417","0,47761194029850745","0,5566502463054187","0,4925373134328358","0,49589490968801314","0,5757575757575758","0,49836065573770494","0,5230769230769231","0,5253682487725041","0,002104470692767725","0,000320416199669861","0,042947750517195175","0,018111476030226663"
2,"0,037676763534545896","0,0029019594192504885","0,6568047337278107","0,6957512476092487",0.1,0.1,rbf,"{'svm_rbf__C': 0.1, 'svm_rbf__gamma': 0.1, 'svm_rbf__kernel': 'rbf'}",16,"0,6376811594202898","0,6606260296540363","0,6376811594202898","0,7232289950576606","0,6521739130434783","0,6836902800658978","0,6811594202898551","0,6836902800658978","0,6911764705882353","0,7039473684210527","0,6567164179104478","0,7126436781609196","0,6268656716417911","0,6978653530377669","0,6119402985074627","0,7077175697865353","0,696969696969697","0,6868852459016394","0,676923076923077","0,6972176759410802","0,002666960396432675","0,000200176530079496","0,027221084031285318","0,016913576588803922"
3,"0,04673304557800293","0,0030521869659423826","0,26331360946745563","0,2633137848973318",0.1,1.0,rbf,"{'svm_rbf__C': 0.1, 'svm_rbf__gamma': 1.0, 'svm_rbf__kernel': 'rbf'}",23,"0,2608695652173913","0,26359143327841844","0,2608695652173913","0,26359143327841844","0,2608695652173913","0,26359143327841844","0,2608695652173913","0,26359143327841844","0,2647058823529412","0,2631578947368421","0,26865671641791045","0,2627257799671593","0,26865671641791045","0,2627257799671593","0,26865671641791045","0,2627257799671593","0,25757575757575757","0,2639344262295082","0,26153846153846155","0,2635024549918167","0,0019533001803229626","0,00015029929918669016","0,003826199063113091","0,0004231663618126791"
4,"0,0657965898513794","0,0035526037216186525","0,26331360946745563","0,2633137848973318",0.1,10.0,rbf,"{'svm_rbf__C': 0.1, 'svm_rbf__gamma': 10.0, 'svm_rbf__kernel': 'rbf'}",23,"0,2608695652173913","0,26359143327841844","0,2608695652173913","0,26359143327841844","0,2608695652173913","0,26359143327841844","0,2608695652173913","0,26359143327841844","0,2647058823529412","0,2631578947368421","0,26865671641791045","0,2627257799671593","0,26865671641791045","0,2627257799671593","0,26865671641791045","0,2627257799671593","0,25757575757575757","0,2639344262295082","0,26153846153846155","0,2635024549918167","0,005692725987439047","0,0001503075153894831","0,003826199063113091","0,0004231663618126791"
5,"0,04122927188873291","0,0032021522521972655","0,45710059171597633","0,47599727417930726",1.0,0.001,rbf,"{'svm_rbf__C': 1.0, 'svm_rbf__gamma': 0.001, 'svm_rbf__kernel': 'rbf'}",18,"0,43478260869565216","0,48929159802306427","0,4782608695652174","0,47611202635914335","0,5217391304347826","0,4596375617792422","0,4057971014492754","0,471169686985173","0,4117647058823529","0,46875","0,417910447761194","0,4745484400656814","0,43283582089552236","0,5008210180623974","0,47761194029850745","0,4614121510673235","0,5151515151515151","0,4786885245901639","0,47692307692307695","0,4795417348608838","0,004641167282411354","0,0004005077862967367","0,040218040158364166","0,011709270740043092"
6,"0,034924793243408206","0,002651691436767578","0,7263313609467456","0,7541080856918929",1.0,0.01,rbf,"{'svm_rbf__C': 1.0, 'svm_rbf__gamma': 0.01, 'svm_rbf__kernel': 'rbf'}",10,"0,7246376811594203","0,7528830313014827","0,6956521739130435","0,7611202635914333","0,7101449275362319","0,7512355848434926","0,7536231884057971","0,7512355848434926","0,7647058823529411","0,7549342105263158","0,7164179104477612","0,7520525451559934","0,7313432835820896","0,7536945812807881","0,7014925373134329","0,7536945812807881","0,7727272727272727","0,7508196721311475","0,6923076923076923","0,7594108019639935","0,005502872231737064","0,00022928445888242786","0,027241800877085873","0,0033370059026627858"
7,"0,0322227954864502","0,0023016929626464844","0,7766272189349113","0,8759095997527704",1.0,0.1,rbf,"{'svm_rbf__C': 1.0, 'svm_rbf__gamma': 0.1, 'svm_rbf__kernel': 'rbf'}",9,"0,7681159420289855","0,8731466227347611","0,6956521739130435","0,8813838550247117","0,782608695652174","0,8846787479406919","0,782608695652174","0,8731466227347611","0,7794117647058824","0,8782894736842105","0,7761194029850746","0,8801313628899836","0,8059701492537313","0,8768472906403941","0,746268656716418","0,8686371100164204","0,8181818181818182","0,8721311475409836","0,8153846153846154","0,8707037643207856","0,007422197457309457","0,0002452331133169908","0,03427082018090734","0,004906795221651236"
8,"0,07110023498535156","0,007855677604675293","0,6789940828402367","0,9985213510653427",1.0,1.0,rbf,"{'svm_rbf__C': 1.0, 'svm_rbf__gamma': 1.0, 'svm_rbf__kernel': 'rbf'}",15,"0,6666666666666666","1,0","0,6376811594202898","0,9983525535420099","0,7536231884057971","0,9983525535420099","0,6811594202898551","0,9983525535420099","0,7205882352941176","1,0","0,746268656716418","0,9983579638752053","0,6268656716417911","0,9967159277504105","0,6865671641791045","0,9983579638752053","0,6818181818181818","0,9983606557377049","0,5846153846153846","0,9983633387888707","0,008433405858419875","0,009707547491121186","0,05013530703610871","0,0008844217386133942"
9,"0,07400224208831788","0,004903411865234375","0,26627218934911245","1,0",1.0,10.0,rbf,"{'svm_rbf__C': 1.0, 'svm_rbf__gamma': 10.0, 'svm_rbf__kernel': 'rbf'}",19,"0,2608695652173913","1,0","0,2753623188405797","1,0","0,2608695652173913","1,0","0,2608695652173913","1,0","0,27941176470588236","1,0","0,26865671641791045","1,0","0,26865671641791045","1,0","0,26865671641791045","1,0","0,25757575757575757","1,0","0,26153846153846155","1,0","0,008337850423759905","0,0033850315072387004","0,006779978115044065","0,0"
10,"0,035875558853149414","0,0031521081924438476","0,7218934911242604","0,750332465168981",10.0,0.001,rbf,"{'svm_rbf__C': 10.0, 'svm_rbf__gamma': 0.001, 'svm_rbf__kernel': 'rbf'}",11,"0,6811594202898551","0,7528830313014827","0,6376811594202898","0,7561779242174629","0,7681159420289855","0,7627677100494233","0,7536231884057971","0,7364085667215815","0,7647058823529411","0,756578947368421","0,7014925373134329","0,7536945812807881","0,7164179104477612","0,7471264367816092","0,7014925373134329","0,7454844006568144","0,8181818181818182","0,7360655737704918","0,676923076923077","0,7561374795417348","0,0077775138993642435","0,0013058152731132743","0,050828759998476206","0,008429306830872436"
11,"0,02341623306274414","0,0022518157958984373","0,7943786982248521","0,8563455112593725",10.0,0.01,rbf,"{'svm_rbf__C': 10.0, 'svm_rbf__gamma': 0.01, 'svm_rbf__kernel': 'rbf'}",8,"0,782608695652174","0,8583196046128501","0,7536231884057971","0,8550247116968699","0,7971014492753623","0,8599670510708401","0,8115942028985508","0,8451400329489291","0,8382352941176471","0,8601973684210527","0,8059701492537313","0,8555008210180624","0,8208955223880597","0,8653530377668309","0,7313432835820896","0,8653530377668309","0,8181818181818182","0,8442622950819673","0,7846153846153846","0,8543371522094927","0,0015308683776410529","0,00025057814894792474","0,030813591495913898","0,00687152707082231"
12,"0,03132197856903076","0,0022016286849975584","0,8195266272189349","0,9738658605621554",10.0,0.1,rbf,"{'svm_rbf__C': 10.0, 'svm_rbf__gamma': 0.1, 'svm_rbf__kernel': 'rbf'}",5,"0,8260869565217391","0,9769357495881383","0,7681159420289855","0,9769357495881383","0,855072463768116","0,9736408566721582","0,855072463768116","0,9703459637561779","0,7941176470588235","0,9720394736842105","0,7611940298507462","0,9737274220032841","0,8656716417910447","0,9753694581280788","0,8059701492537313","0,9720853858784894","0,8484848484848485","0,9704918032786886","0,8153846153846154","0,9770867430441899","0,0035748314606652482","0,0006005526251552266","0,03531407207959709","0,0024866208809562404"
13,"0,06159372329711914","0,0038028717041015624","0,6819526627218935","1,0",10.0,1.0,rbf,"{'svm_rbf__C': 10.0, 'svm_rbf__gamma': 1.0, 'svm_rbf__kernel': 'rbf'}",12,"0,6811594202898551","1,0","0,6376811594202898","1,0","0,7681159420289855","1,0","0,6811594202898551","1,0","0,7058823529411765","1,0","0,7313432835820896","1,0","0,6417910447761194","1,0","0,7014925373134329","1,0","0,6666666666666666","1,0","0,6","1,0","0,00268913874903622","0,0014879490016951303","0,046083203688095306","0,0"
14,"0,08220841884613037","0,004002714157104492","0,26627218934911245","1,0",10.0,10.0,rbf,"{'svm_rbf__C': 10.0, 'svm_rbf__gamma': 10.0, 'svm_rbf__kernel': 'rbf'}",19,"0,2608695652173913","1,0","0,2753623188405797","1,0","0,2608695652173913","1,0","0,2608695652173913","1,0","0,27941176470588236","1,0","0,26865671641791045","1,0","0,26865671641791045","1,0","0,26865671641791045","1,0","0,25757575757575757","1,0","0,26153846153846155","1,0","0,0045588533986113625","0,0005480094808462213","0,006779978115044065","0,0"
15,"0,02491772174835205","0,002401590347290039","0,8017751479289941","0,8229831507468688",100.0,0.001,rbf,"{'svm_rbf__C': 100.0, 'svm_rbf__gamma': 0.001, 'svm_rbf__kernel': 'rbf'}",7,"0,8115942028985508","0,8352553542009885","0,7536231884057971","0,8253706754530478","0,7971014492753623","0,8237232289950577","0,8260869565217391","0,8204283360790774","0,8529411764705882","0,8141447368421053","0,7611940298507462","0,8275862068965517","0,835820895522388","0,8144499178981938","0,7313432835820896","0,8374384236453202","0,8636363636363636","0,8065573770491803","0,7846153846153846","0,8248772504091653","0,0012007655017276639","0,0010446036101883474","0,041762560717350725","0,009043519029824474"
16,"0,027969670295715333","0,0017512321472167968","0,8387573964497042","0,9197913322131619",100.0,0.01,rbf,"{'svm_rbf__C': 100.0, 'svm_rbf__gamma': 0.01, 'svm_rbf__kernel': 'rbf'}",2,"0,8260869565217391","0,9242174629324547","0,8115942028985508","0,929159802306425","0,782608695652174","0,9258649093904449","0,855072463768116","0,9093904448105437","0,8529411764705882","0,9194078947368421","0,8208955223880597","0,9129720853858785","0,8656716417910447","0,916256157635468","0,8955223880597015","0,9178981937602627","0,8787878787878788","0,9180327868852459","0,8","0,9247135842880524","0,001824085852931405","0,0003357235972104928","0,03441760739548724","0,005852155968259623"
17,"0,05058574676513672","0,00240178108215332","0,8224852071005917","0,9998357963875206",100.0,0.1,rbf,"{'svm_rbf__C': 100.0, 'svm_rbf__gamma': 0.1, 'svm_rbf__kernel': 'rbf'}",3,"0,8405797101449275","1,0","0,7681159420289855","1,0","0,855072463768116","1,0","0,8840579710144928","1,0","0,8088235294117647","1,0","0,7611940298507462","1,0","0,8507462686567164","0,9983579638752053","0,8059701492537313","1,0","0,8484848484848485","1,0","0,8","1,0","0,01033556274767638","0,0008895920643757908","0,03797911078242632","0,000492610837438423"
18,"0,07545356750488282","0,003952836990356446","0,6819526627218935","1,0",100.0,1.0,rbf,"{'svm_rbf__C': 100.0, 'svm_rbf__gamma': 1.0, 'svm_rbf__kernel': 'rbf'}",12,"0,6811594202898551","1,0","0,6376811594202898","1,0","0,7681159420289855","1,0","0,6811594202898551","1,0","0,7058823529411765","1,0","0,7313432835820896","1,0","0,6417910447761194","1,0","0,7014925373134329","1,0","0,6666666666666666","1,0","0,6","1,0","0,01134757270839847","0,0025458481570832777","0,046083203688095306","0,0"
19,"0,09391651153564454","0,004403233528137207","0,26627218934911245","1,0",100.0,10.0,rbf,"{'svm_rbf__C': 100.0, 'svm_rbf__gamma': 10.0, 'svm_rbf__kernel': 'rbf'}",19,"0,2608695652173913","1,0","0,2753623188405797","1,0","0,2608695652173913","1,0","0,2608695652173913","1,0","0,27941176470588236","1,0","0,26865671641791045","1,0","0,26865671641791045","1,0","0,26865671641791045","1,0","0,25757575757575757","1,0","0,26153846153846155","1,0","0,010385324614582317","0,001447102353435125","0,006779978115044065","0,0"
20,"0,031221961975097655","0,0018015623092651368","0,8195266272189349","0,8706518379491909",1000.0,0.001,rbf,"{'svm_rbf__C': 1000.0, 'svm_rbf__gamma': 0.001, 'svm_rbf__kernel': 'rbf'}",5,"0,7971014492753623","0,8698517298187809","0,7536231884057971","0,8846787479406919","0,8260869565217391","0,8780889621087314","0,8405797101449275","0,871499176276771","0,8235294117647058","0,8700657894736842","0,8059701492537313","0,8686371100164204","0,8507462686567164","0,8637110016420362","0,8059701492537313","0,8653530377668309","0,8636363636363636","0,860655737704918","0,8307692307692308","0,8739770867430442","0,0024430073069464796","0,0002451460374130694","0,02968237723966005","0,006671263358948042"
21,"0,07335186004638672","0,0016510486602783203","0,8505917159763313","0,9679504492997653",1000.0,0.01,rbf,"{'svm_rbf__C': 1000.0, 'svm_rbf__gamma': 0.01, 'svm_rbf__kernel': 'rbf'}",1,"0,8260869565217391","0,9703459637561779","0,7971014492753623","0,9719934102141681","0,8405797101449275","0,9719934102141681","0,8985507246376812","0,9621087314662273","0,8970588235294118","0,9654605263157895","0,8208955223880597","0,9688013136288999","0,8507462686567164","0,9704433497536946","0,8805970149253731","0,9655172413793104","0,8636363636363636","0,9655737704918033","0,8307692307692308","0,967266775777414","0,00422320334571378","0,0003203677387309571","0,0323507499458996","0,0031261793668918678"
22,"0,04087893962860108","0,0024019479751586914","0,8224852071005917","1,0",1000.0,0.1,rbf,"{'svm_rbf__C': 1000.0, 'svm_rbf__gamma': 0.1, 'svm_rbf__kernel': 'rbf'}",3,"0,8405797101449275","1,0","0,7681159420289855","1,0","0,855072463768116","1,0","0,8840579710144928","1,0","0,8235294117647058","1,0","0,7611940298507462","1,0","0,8507462686567164","1,0","0,8059701492537313","1,0","0,8333333333333334","1,0","0,8","1,0","0,0032274867281190285","0,0008893827629234687","0,03700323530344166","0,0"
23,"0,06164374351501465","0,003052234649658203","0,6819526627218935","1,0",1000.0,1.0,rbf,"{'svm_rbf__C': 1000.0, 'svm_rbf__gamma': 1.0, 'svm_rbf__kernel': 'rbf'}",12,"0,6811594202898551","1,0","0,6376811594202898","1,0","0,7681159420289855","1,0","0,6811594202898551","1,0","0,7058823529411765","1,0","0,7313432835820896","1,0","0,6417910447761194","1,0","0,7014925373134329","1,0","0,6666666666666666","1,0","0,6","1,0","0,0022578077411372333","0,00015020434818432797","0,046083203688095306","0,0"
24,"0,08180835247039794","0,003502345085144043","0,26627218934911245","1,0",1000.0,10.0,rbf,"{'svm_rbf__C': 1000.0, 'svm_rbf__gamma': 10.0, 'svm_rbf__kernel': 'rbf'}",19,"0,2608695652173913","1,0","0,2753623188405797","1,0","0,2608695652173913","1,0","0,2608695652173913","1,0","0,27941176470588236","1,0","0,26865671641791045","1,0","0,26865671641791045","1,0","0,26865671641791045","1,0","0,25757575757575757","1,0","0,26153846153846155","1,0","0,007083742404359476","0,0005483143665919226","0,006779978115044065","0,0"
